100000000, 6144
71428571.4285714, 3072
50000000, 1792
45454545.4545455, 3328
50000000, 2048
55555555.5555555, 2560
125000000, 3328
166666666.666667, 5888
125000000, 6144
62500000, 5632
125000000, 6144
71428571.4285714, 5632
62500000, 5376
45454545.4545455, 4096
45454545.4545455, 2816
71428571.4285714, 5376
45454545.4545455, 1792
166666666.666667, 5888
125000000, 5888
62500000, 3072
100000000, 3584
50000000, 2304
45454545.4545455, 3072
45454545.4545455, 3328
50000000, 4864
45454545.4545455, 3328
166666666.666667, 5888
125000000, 5888
166666666.666667, 5888
50000000, 3584
166666666.666667, 3584
55555555.5555555, 5120
62500000, 3072
166666666.666667, 5888
55555555.5555555, 2048
55555555.5555555, 1792
45454545.4545455, 3072
71428571.4285714, 3072
166666666.666667, 5888
45454545.4545455, 2560
45454545.4545455, 1280
166666666.666667, 5888
50000000, 1280
166666666.666667, 5888
100000000, 5888
55555555.5555555, 5120
83333333.3333333, 5888
50000000, 3840
50000000, 1536
50000000, 2048
45454545.4545455, 2304
71428571.4285714, 5632
125000000, 3584
50000000, 1536
62500000, 5120
50000000, 4864
55555555.5555555, 4608
166666666.666667, 3328
166666666.666667, 5888
62500000, 5120
45454545.4545455, 1792
55555555.5555555, 2560
55555555.5555555, 2816
55555555.5555555, 4352
45454545.4545455, 2816
50000000, 1536
50000000, 4352
166666666.666667, 5888
100000000, 3328
125000000, 3584
45454545.4545455, 2816
50000000, 2560
71428571.4285714, 5888
50000000, 1536
71428571.4285714, 5632
55555555.5555555, 2304
45454545.4545455, 1792
45454545.4545455, 2560
83333333.3333333, 3328
125000000, 5888
50000000, 1280
100000000, 3328
50000000, 2048
125000000, 3584
50000000, 1536
55555555.5555555, 2816
45454545.4545455, 1792
125000000, 6144
45454545.4545455, 1280
55555555.5555555, 5120
71428571.4285714, 5632
100000000, 5888
71428571.4285714, 5632
100000000, 3584
50000000, 1792
100000000, 3328
50000000, 2048
55555555.5555555, 2048
50000000, 1792
45454545.4545455, 1792
100000000, 3584
62500000, 3072
50000000, 2048
55555555.5555555, 1792
45454545.4545455, 2048
55555555.5555555, 2304
100000000, 3328
125000000, 3328
55555555.5555555, 4608
55555555.5555555, 2048
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
13157894.7368421, 6144
